TrackNumber,Platform,Track-X,Track-Y,Track Id,Track-Z,TrackSpeed,TrackHeading,EpocTimeMilliSeconds
8557,Su-30,2554321.11,9782437.22,1,5209522.56,1095.7346984169487,7.85772539260178,1666897200.0
8557,Su-30,7169873.07154609,7150559.378800323,1,5209522.56,1095.7346984169487,7.85772539260178,1666897200.0
8557,Su-30,1886566.0831938416,12025466.21043366,1,5209522.56,1095.7346984169487,7.85772539260178,1666897200.0
8557,Su-30,-656861.8714514666,14116033.015539628,1,5209522.56,1095.7346984169487,7.85772539260178,1666897200.0
8557,Su-30,2684550.4259665078,-1509020.2767873174,1,5209522.56,1095.7346984169487,7.85772539260178,1666897200.0
8557,Su-30,-5087558.733467083,8330649.59067639,1,5209522.56,1095.7346984169487,7.85772539260178,1666897200.0
8557,Su-30,2554069.5,9782029.12,1,5210408.81,1095.7346984169487,7.85772539260178,1666897201.0
8557,Su-30,6914670.722400448,1426258.6041272092,1,5210408.81,1095.7346984169487,7.85772539260178,1666897201.0
8557,Su-30,-4473268.097362469,9095573.414648885,1,5210408.81,1095.7346984169487,7.85772539260178,1666897201.0
8557,Su-30,-2643622.413486273,-2206670.297211664,1,5210408.81,1095.7346984169487,7.85772539260178,1666897201.0
8557,Su-30,-3057343.1841881853,9134736.796971496,1,5210408.81,1095.7346984169487,7.85772539260178,1666897201.0
8557,Su-30,2553817.87,9781620.95,1,5211295.03,1095.7346984169487,7.85772539260178,1666897202.0
8557,Su-30,-558101.2749074842,-1718972.5979447681,1,5211295.03,1095.7346984169487,7.85772539260178,1666897202.0
8557,Su-30,9063264.88747207,8904032.937191293,1,5211295.03,1095.7346984169487,7.85772539260178,1666897202.0
8557,Su-30,103150.63257062668,8284057.882195717,1,5211295.03,1095.7346984169487,7.85772539260178,1666897202.0
8557,Su-30,-2753647.937761374,10448696.331561238,1,5211295.03,1095.7346984169487,7.85772539260178,1666897202.0
8557,Su-30,2553566.24,9781212.69,1,5212181.2,1095.7346984169487,7.85772539260178,1666897203.0
8557,Su-30,-6608121.831186157,6511131.304769886,1,5212181.2,1095.7346984169487,7.85772539260178,1666897203.0
8557,Su-30,543780.6800095189,-3327051.2286295546,1,5212181.2,1095.7346984169487,7.85772539260178,1666897203.0
8557,Su-30,5926352.423997663,-1696238.522499591,1,5212181.2,1095.7346984169487,7.85772539260178,1666897203.0
8557,Su-30,8732469.979841882,7747212.550488025,1,5212181.2,1095.7346984169487,7.85772539260178,1666897203.0
8557,Su-30,158175.0182110262,6496333.20566183,1,5213067.34,1095.7346984169487,7.85772539260178,1666897204.0
8557,Su-30,-319049.78450548253,1775045.719311825,1,5213067.34,1095.7346984169487,7.85772539260178,1666897204.0
8557,Su-30,-63749.77814951213,-1819023.3837142605,1,5213067.34,1095.7346984169487,7.85772539260178,1666897204.0
8557,Su-30,-5186178.240511736,11197839.185753107,1,5213067.34,1095.7346984169487,7.85772539260178,1666897204.0
8557,Su-30,2553314.6,9780804.35,1,5213067.34,1095.7346984169487,7.85772539260178,1666897204.0
8557,Su-30,2553062.96,9780395.94,1,5213953.44,1095.7346984169487,7.85772539260178,1666897205.0
8557,Su-30,-6169984.8732479485,6890511.468452521,1,5213953.44,1095.7346984169487,7.85772539260178,1666897205.0
8557,Su-30,-2133615.1888927026,-2538735.852253575,1,5213953.44,1095.7346984169487,7.85772539260178,1666897205.0
8557,Su-30,1862223.8863248331,5501432.466885129,1,5213953.44,1095.7346984169487,7.85772539260178,1666897205.0
8557,Su-30,-6111394.89878948,4143643.4969119807,1,5213953.44,1095.7346984169487,7.85772539260178,1666897205.0
8557,Su-30,-2664889.408896273,7224949.135030264,1,5214839.49,1095.7346984169487,7.85772539260178,1666897206.0
8557,Su-30,-6334273.773395253,9162335.330641959,1,5214839.49,1095.7346984169487,7.85772539260178,1666897206.0
8557,Su-30,2552811.3,9779987.44,1,5214839.49,1095.7346984169487,7.85772539260178,1666897206.0
8557,Su-30,1047468.3390686671,4996331.534382495,1,5214839.49,1095.7346984169487,7.85772539260178,1666897206.0
8557,Su-30,3219437.9108344517,12546895.697432177,1,5214839.49,1095.7346984169487,7.85772539260178,1666897206.0
8557,Su-30,6450739.736522401,2786337.825730082,1,5215725.51,1095.7346984169487,7.85772539260178,1666897207.0
8557,Su-30,3725162.5669872332,2308037.195713351,1,5215725.51,1095.7346984169487,7.85772539260178,1666897207.0
8557,Su-30,2029614.7320147515,-1286129.0808689473,1,5215725.51,1095.7346984169487,7.85772539260178,1666897207.0
8557,Su-30,-4373290.248654397,11160544.725152332,1,5215725.51,1095.7346984169487,7.85772539260178,1666897207.0
8557,Su-30,4281277.121420317,8043976.222989233,1,5215725.51,1095.7346984169487,7.85772539260178,1666897207.0
8557,Su-30,2552559.64,9779578.86,1,5215725.51,1095.7346984169487,7.85772539260178,1666897207.0
8557,Su-30,2552307.97,9779170.2,1,5216611.49,1095.7346984169487,7.85772539260178,1666897208.0
8557,Su-30,5305069.005617443,1258708.8107079146,1,5216611.49,1095.7346984169487,7.85772539260178,1666897208.0
8557,Su-30,9487516.347354537,6771840.360049503,1,5216611.49,1095.7346984169487,7.85772539260178,1666897208.0
8557,Su-30,-2274655.3936430505,13284633.039331835,1,5216611.49,1095.7346984169487,7.85772539260178,1666897208.0
8557,Su-30,1518397.9627404928,12483037.358581854,1,5216611.49,1095.7346984169487,7.85772539260178,1666897208.0
8557,Su-30,2552056.29,9778761.46,1,5217497.42,1095.7346984169487,7.85772539260178,1666897209.0
8557,Su-30,5913301.462580296,377264.2448429018,1,5217497.42,1095.7346984169487,7.85772539260178,1666897209.0
8557,Su-30,110440.92042404274,6930658.41483632,1,5217497.42,1095.7346984169487,7.85772539260178,1666897209.0
8557,Su-30,5961767.770000738,10184946.448333949,1,5217497.42,1095.7346984169487,7.85772539260178,1666897209.0
8557,Su-30,5595399.131210187,201780.5744311316,1,5217497.42,1095.7346984169487,7.85772539260178,1666897209.0
8557,Su-30,-3000119.748406769,5894452.715900134,1,5218383.32,1095.7346984169487,7.85772539260178,1666897210.0
8557,Su-30,-67094.43036441016,5371544.860878535,1,5218383.32,1095.7346984169487,7.85772539260178,1666897210.0
8557,Su-30,3656438.928827987,3571722.5558059197,1,5218383.32,1095.7346984169487,7.85772539260178,1666897210.0
8557,Su-30,-2222615.6075334493,12598368.02621184,1,5218383.32,1095.7346984169487,7.85772539260178,1666897210.0
8557,Su-30,2551804.61,9778352.63,1,5218383.32,1095.7346984169487,7.85772539260178,1666897210.0
8557,Su-30,-4376751.81356197,1710751.50998927,1,5218383.32,1095.7346984169487,7.85772539260178,1666897210.0
8557,Su-30,2954354.549515216,10426774.750158357,1,5219269.17,1095.7346984169487,7.85772539260178,1666897211.0
8557,Su-30,1681198.4568054045,13520413.671963926,1,5219269.17,1095.7346984169487,7.85772539260178,1666897211.0
8557,Su-30,-4694482.001672581,-887098.5073825577,1,5219269.17,1095.7346984169487,7.85772539260178,1666897211.0
8557,Su-30,-3812836.0814456474,-113170.99867017847,1,5219269.17,1095.7346984169487,7.85772539260178,1666897211.0
8557,Su-30,2551552.91,9777943.73,1,5219269.17,1095.7346984169487,7.85772539260178,1666897211.0
8557,Su-30,4840876.75022274,12126783.784828886,1,5219269.17,1095.7346984169487,7.85772539260178,1666897211.0
8557,Su-30,5795093.895517403,9779460.22377637,1,5220154.99,1095.7346984169487,7.85772539260178,1666897212.0
8557,Su-30,-1807135.5172590476,4981150.50847163,1,5220154.99,1095.7346984169487,7.85772539260178,1666897212.0
8557,Su-30,5104427.897552685,3260779.0428553717,1,5220154.99,1095.7346984169487,7.85772539260178,1666897212.0
8557,Su-30,-4985269.857447037,6299908.2003358295,1,5220154.99,1095.7346984169487,7.85772539260178,1666897212.0
8557,Su-30,2551301.21,9777534.75,1,5220154.99,1095.7346984169487,7.85772539260178,1666897212.0
8557,Su-30,-1688709.8563869798,5897153.099390009,1,5220154.99,1095.7346984169487,7.85772539260178,1666897212.0
8557,Su-30,-5527373.478588779,5856978.153193344,1,5221040.77,1095.7346984169487,7.85772539260178,1666897213.0
8557,Su-30,-1689701.298445,2038849.806108315,1,5221040.77,1095.7346984169487,7.85772539260178,1666897213.0
8557,Su-30,-4720726.883683032,7761965.234207778,1,5221040.77,1095.7346984169487,7.85772539260178,1666897213.0
8557,Su-30,-7767782.877349084,5576415.700769128,1,5221040.77,1095.7346984169487,7.85772539260178,1666897213.0
8557,Su-30,2551049.5,9777125.69,1,5221040.77,1095.7346984169487,7.85772539260178,1666897213.0
8557,Su-30,1421606.9639787592,8305938.363728829,1,5221926.5,1095.7346984169487,7.85772539260178,1666897214.0
8557,Su-30,-3397453.1394836567,1327646.1062406609,1,5221926.5,1095.7346984169487,7.85772539260178,1666897214.0
8557,Su-30,6046351.262069115,9736345.188166097,1,5221926.5,1095.7346984169487,7.85772539260178,1666897214.0
8557,Su-30,-2831017.751754172,926252.5302772131,1,5221926.5,1095.7346984169487,7.85772539260178,1666897214.0
8557,Su-30,9308325.412855064,3509733.6254687975,1,5221926.5,1095.7346984169487,7.85772539260178,1666897214.0
8557,Su-30,9315034.715604743,9138574.08113423,1,5221926.5,1095.7346984169487,7.85772539260178,1666897214.0
8557,Su-30,2550797.78,9776716.54,1,5221926.5,1095.7346984169487,7.85772539260178,1666897214.0
8557,Su-30,1889459.4108584165,13243604.746457973,1,5222812.2,1095.7346984169487,7.85772539260178,1666897215.0
8557,Su-30,3070576.2372038965,8875893.195924189,1,5222812.2,1095.7346984169487,7.85772539260178,1666897215.0
8557,Su-30,2550546.06,9776307.32,1,5222812.2,1095.7346984169487,7.85772539260178,1666897215.0
8557,Su-30,768187.3571273651,2529637.6589214797,1,5222812.2,1095.7346984169487,7.85772539260178,1666897215.0
8557,Su-30,760707.2676750956,10232068.336946368,1,5222812.2,1095.7346984169487,7.85772539260178,1666897215.0
8557,Su-30,4480527.940799118,6760363.350806347,1,5223697.85,1095.7346984169487,7.85772539260178,1666897216.0
8557,Su-30,2550294.32,9775898.01,1,5223697.85,1095.7346984169487,7.85772539260178,1666897216.0
8557,Su-30,3132041.699072282,5859931.753316626,1,5223697.85,1095.7346984169487,7.85772539260178,1666897216.0
8557,Su-30,553930.4942938872,11042590.472018909,1,5223697.85,1095.7346984169487,7.85772539260178,1666897216.0
8557,Su-30,7807607.136208378,6328242.5030033905,1,5223697.85,1095.7346984169487,7.85772539260178,1666897216.0
