TrackNumber,Platform,TrackLatitude,TrackLongitude,Track Id,TrackLatLongAltitude,TrackSpeed,TrackHeading,EpocTimeMilliSeconds
8956,Rafale,30.380357720835981,76.833380518407949,1,0,7053.800563767626954,292.082441773529524,1668452400.000000000000000
1842,Embraer,34.010754548855729,74.761418365229588,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
7867,EMB-145,34.011070191157678,74.765211059649531,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
4460,Unknown,34.010782273406413,74.769006934306645,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
8816,Mirage,34.009901207602141,74.772668718157206,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
8512,Su-30,34.008458855182504,74.776063997504266,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
7621,Mig-29,34.006507372968194,74.779070011420899,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
6702,Mig-29,34.004117324286945,74.781578095339938,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
3597,Unknown,34.001375124089556,74.783497611248322,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
6393,Unknown,33.998379911049717,74.784759222042609,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
6825,Mir-2000,33.995239960363257,74.785317391925233,1,0,1454.868219905772094,262.069495046617078,1668452400.000000000000000
5891,Tejas,31.451580179005290,75.757557296227446,1,0,2835.696594780340092,327.809617991963250,1668452400.000000000000000
5690,Tejas,29.572481763222779,75.020836354115644,1,0,3954.009018092199767,305.509674986691721,1668452400.000000000000000
7188,EMB-145,29.568256611663571,75.023333070642295,1,0,3954.009018092199767,305.509674986691721,1668452400.000000000000000
5902,Unknown,29.563587684719536,75.024366842384836,1,0,3954.009018092199767,305.509674986691721,1668452400.000000000000000
3549,Tejas,29.558853264718547,75.023854113767158,1,0,3954.009018092199767,305.509674986691721,1668452400.000000000000000
2632,Mirage,29.554436889258270,75.021836628796223,1,0,3954.009018092199767,305.509674986691721,1668452400.000000000000000
