TrackNumber,Platform,TrackLatitude,TrackLongitude,Track Id,TrackLatLongAltitude,TrackSpeed,TrackHeading,EpocTimeMilliSeconds
7447,Su-30,30.639279999999999,71.648730000000000,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946800.000000000000000
2383,Rafale,31.947226743894497,72.583864893375477,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946800.000000000000000
7503,Rafale,32.007260000000002,72.630110000000002,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946800.000000000000000
7447,Su-30,30.641797930939671,71.650894958175584,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946801.000000000000000
2383,Rafale,31.952025719037682,72.583689026794886,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946801.000000000000000
7503,Rafale,32.012058931260931,72.629936537450263,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946801.000000000000000
7447,Su-30,30.644315861879342,71.653059916351168,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946802.000000000000000
2383,Rafale,31.956824694184419,72.583513159639622,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946802.000000000000000
7503,Rafale,32.016857862521860,72.629763074900524,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946802.000000000000000
7447,Su-30,30.646833792819013,71.655224874526752,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946803.000000000000000
2383,Rafale,31.961623669334699,72.583337291909530,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946803.000000000000000
7503,Rafale,32.021656793782803,72.629589612350784,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946803.000000000000000
7447,Su-30,30.649351723758684,71.657389832702336,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946804.000000000000000
2383,Rafale,31.966422644488532,72.583161423604494,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946804.000000000000000
7503,Rafale,32.026455725043725,72.629416149801045,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946804.000000000000000
2383,Rafale,31.971221619645888,72.582985554724388,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946805.000000000000000
7503,Rafale,32.031254656304640,72.629242687251306,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946805.000000000000000
7447,Su-30,30.651869654698356,71.659554790877920,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946805.000000000000000
7503,Rafale,32.036053587565576,72.629069224701567,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946806.000000000000000
2383,Rafale,31.976020594806805,72.582809685269112,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946806.000000000000000
7447,Su-30,30.654387585638027,71.661719749053503,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946806.000000000000000
7447,Su-30,30.656905516577698,71.663884707229087,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946807.000000000000000
2383,Rafale,31.980819569971253,72.582633815238509,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946807.000000000000000
7503,Rafale,32.040852518826505,72.628895762151828,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946807.000000000000000
2383,Rafale,31.985618545139243,72.582457944632495,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946808.000000000000000
7447,Su-30,30.659423447517369,71.666049665404671,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946808.000000000000000
7503,Rafale,32.045651450087433,72.628722299602089,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946808.000000000000000
2383,Rafale,31.990417520310771,72.582282073450898,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946809.000000000000000
7447,Su-30,30.661941378457040,71.668214623580255,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946809.000000000000000
7503,Rafale,32.050450381348369,72.628548837052350,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946809.000000000000000
7447,Su-30,30.664459309396712,71.670379581755839,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946810.000000000000000
7503,Rafale,32.055249312609291,72.628375374502610,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946810.000000000000000
2383,Rafale,31.995216495485824,72.582106201693620,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946810.000000000000000
7503,Rafale,32.060048243870213,72.628201911952871,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946811.000000000000000
2383,Rafale,32.000015470664430,72.581930329360546,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946811.000000000000000
7447,Su-30,30.666977240336383,71.672544539931422,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946811.000000000000000
7447,Su-30,30.669495171276054,71.674709498107006,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946812.000000000000000
2383,Rafale,32.004814445846563,72.581754456451520,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946812.000000000000000
7503,Rafale,32.064847175131149,72.628028449403132,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946812.000000000000000
7447,Su-30,30.672013102215725,71.676874456282590,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946813.000000000000000
7503,Rafale,32.069646106392078,72.627854986853393,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946813.000000000000000
2383,Rafale,32.009613421032242,72.581578582966458,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946813.000000000000000
7447,Su-30,30.674531033155397,71.679039414458174,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946814.000000000000000
7503,Rafale,32.074445037653007,72.627681524303654,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946814.000000000000000
2383,Rafale,32.014412396221438,72.581402708905202,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946814.000000000000000
7447,Su-30,30.677048964095068,71.681204372633758,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946815.000000000000000
7503,Rafale,32.079243968913936,72.627508061753915,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946815.000000000000000
2383,Rafale,32.019211371414158,72.581226834267639,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946815.000000000000000
7447,Su-30,30.679566895034739,71.683369330809342,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946816.000000000000000
7503,Rafale,32.084042900174865,72.627334599204175,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946816.000000000000000
2383,Rafale,32.024010346610424,72.581050959053641,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946816.000000000000000
7447,Su-30,30.682084825974410,71.685534288984925,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946817.000000000000000
2383,Rafale,32.028809321810215,72.580875083263095,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946817.000000000000000
7503,Rafale,32.088841831435793,72.627161136654436,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946817.000000000000000
7503,Rafale,32.093640762696729,72.626987674104697,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946818.000000000000000
7447,Su-30,30.684602756914082,71.687699247160509,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946818.000000000000000
2383,Rafale,32.033608297013515,72.580699206895858,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946818.000000000000000
7503,Rafale,32.098439693957658,72.626814211554958,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946819.000000000000000
2383,Rafale,32.038407272220361,72.580523329951816,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946819.000000000000000
7447,Su-30,30.687120687853753,71.689864205336093,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946819.000000000000000
7503,Rafale,32.103238625218580,72.626640749005219,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946820.000000000000000
2383,Rafale,32.043206247430710,72.580347452430857,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946820.000000000000000
7447,Su-30,30.689638618793424,71.692029163511677,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946820.000000000000000
7503,Rafale,32.108037556479509,72.626467286455480,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946821.000000000000000
2383,Rafale,32.048005222644598,72.580171574332823,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946821.000000000000000
7447,Su-30,30.692156549733095,71.694194121687261,1,500.000000000000000,674.857928647340145,36.241274853599592,1665946821.000000000000000
7503,Rafale,32.112836487740452,72.626293823905741,1,600.000000000000000,1035.140827881064070,358.301282884575357,1665946822.000000000000000
