TrackNumber,Platform,Track-X,Track-Y,Track Id,Track-Z,TrackSpeed,TrackHeading,EpocTimeMilliSeconds
6958,Su-30,1274823.939999999944121,5570972.110000000335276,0,2822417.069999999832362,350.000000000000000,311.509282112481515,1668452400.000000000000000
6958,Su-30,1274946.379999999888241,5570890.320000000298023,0,2822522.490000000223517,350.000000000000000,311.509282112481515,1668452401.000000000000000
6958,Su-30,1275068.820000000065193,5570808.530000000260770,0,2822627.910000000149012,350.000000000000000,311.509282112481515,1668452402.000000000000000
6958,Su-30,1275191.260000000009313,5570726.730000000447035,0,2822733.330000000074506,350.000000000000000,311.509282112481515,1668452403.000000000000000
6958,Su-30,1275313.689999999944121,5570644.919999999925494,0,2822838.750000000000000,350.000000000000000,311.509282112481515,1668452404.000000000000000
6958,Su-30,1275436.110000000102445,5570563.110000000335276,0,2822944.169999999925494,350.000000000000000,311.509282112481515,1668452405.000000000000000
6958,Su-30,1275558.540000000037253,5570481.299999999813735,0,2823049.580000000074506,350.000000000000000,311.509282112481515,1668452406.000000000000000
6958,Su-30,1275680.959999999962747,5570399.480000000447035,0,2823155.000000000000000,350.000000000000000,311.509282112481515,1668452407.000000000000000
6958,Su-30,1275803.370000000111759,5570317.660000000149012,0,2823260.410000000149012,350.000000000000000,311.509282112481515,1668452408.000000000000000
6958,Su-30,1275925.790000000037253,5570235.830000000074506,0,2823365.830000000074506,350.000000000000000,311.509282112481515,1668452409.000000000000000
6958,Su-30,1276048.189999999944121,5570154.000000000000000,0,2823471.240000000223517,350.000000000000000,311.509282112481515,1668452410.000000000000000
6958,Su-30,1276170.600000000093132,5570072.160000000149012,0,2823576.649999999906868,350.000000000000000,311.509282112481515,1668452411.000000000000000
6958,Su-30,1276293.000000000000000,5569990.320000000298023,0,2823682.060000000055879,350.000000000000000,311.509282112481515,1668452412.000000000000000
6958,Su-30,1276415.399999999906868,5569908.469999999739230,0,2823787.470000000204891,350.000000000000000,311.509282112481515,1668452413.000000000000000
6958,Su-30,1276537.790000000037253,5569826.620000000111759,0,2823892.879999999888241,350.000000000000000,311.509282112481515,1668452414.000000000000000
6958,Su-30,1276660.179999999934807,5569744.769999999552965,0,2823998.290000000037253,350.000000000000000,311.509282112481515,1668452415.000000000000000
6958,Su-30,1276782.570000000065193,5569662.910000000149012,0,2824103.700000000186265,350.000000000000000,311.509282112481515,1668452416.000000000000000
6958,Su-30,1276904.949999999953434,5569581.040000000037253,0,2824209.100000000093132,350.000000000000000,311.509282112481515,1668452417.000000000000000
6958,Su-30,1277027.330000000074506,5569499.169999999925494,0,2824314.509999999776483,350.000000000000000,311.509282112481515,1668452418.000000000000000
6958,Su-30,1277149.709999999962747,5569417.299999999813735,0,2824419.910000000149012,350.000000000000000,311.509282112481515,1668452419.000000000000000
6958,Su-30,1277272.080000000074506,5569335.419999999925494,0,2824525.319999999832362,350.000000000000000,311.509282112481515,1668452420.000000000000000
6958,Su-30,1277394.449999999953434,5569253.540000000037253,0,2824630.720000000204891,350.000000000000000,311.509282112481515,1668452421.000000000000000
6958,Su-30,1277516.820000000065193,5569171.650000000372529,0,2824736.120000000111759,350.000000000000000,311.509282112481515,1668452422.000000000000000
6958,Su-30,1277639.179999999934807,5569089.759999999776483,0,2824841.520000000018626,350.000000000000000,311.509282112481515,1668452423.000000000000000
6958,Su-30,1277761.540000000037253,5569007.860000000335276,0,2824946.919999999925494,350.000000000000000,311.509282112481515,1668452424.000000000000000
6958,Su-30,1277883.889999999897555,5568925.959999999962747,0,2825052.319999999832362,350.000000000000000,311.509282112481515,1668452425.000000000000000
6958,Su-30,1278006.239999999990687,5568844.059999999590218,0,2825157.720000000204891,350.000000000000000,311.509282112481515,1668452426.000000000000000
6958,Su-30,1278128.590000000083819,5568762.150000000372529,0,2825263.109999999869615,350.000000000000000,311.509282112481515,1668452427.000000000000000
6958,Su-30,1278250.929999999934807,5568680.230000000447035,0,2825368.509999999776483,350.000000000000000,311.509282112481515,1668452428.000000000000000
6958,Su-30,1278373.270000000018626,5568598.309999999590218,0,2825473.899999999906868,350.000000000000000,311.509282112481515,1668452429.000000000000000
6958,Su-30,1278495.610000000102445,5568516.389999999664724,0,2825579.299999999813735,350.000000000000000,311.509282112481515,1668452430.000000000000000
6958,Su-30,1278617.939999999944121,5568434.459999999962747,0,2825684.689999999944121,350.000000000000000,311.509282112481515,1668452431.000000000000000
6958,Su-30,1278740.270000000018626,5568352.530000000260770,0,2825790.080000000074506,350.000000000000000,311.509282112481515,1668452432.000000000000000
6958,Su-30,1278862.590000000083819,5568270.589999999850988,0,2825895.470000000204891,350.000000000000000,311.509282112481515,1668452433.000000000000000
6958,Su-30,1278984.919999999925494,5568188.650000000372529,0,2826000.859999999869615,350.000000000000000,311.509282112481515,1668452434.000000000000000
6958,Su-30,1279107.229999999981374,5568106.700000000186265,0,2826106.250000000000000,350.000000000000000,311.509282112481515,1668452435.000000000000000
